"","Chemical","CAS","Model","Obs.val","pre.val","ref","Cell.type","Data.source","MassBalanceIssue","IOC","conc","H37","MW","MP","log.KOW","log.KAW","Solubility","pKa","logit.Obs.val","logit.pre.val","diff","abs.diff"
"327","Methoxychlor-o,p'","72-43-5","Fisher et al. (2019)",0.00303333333333333,0.0210362,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.0206,345.65,87,5.08,-6.7,0.08468425,NA,-2.51807986239857,-1.67703270881867,0.841047153579895,0.841047153579895
"328","Parathion","56-38-2","Fisher et al. (2019)",0.0724,0.215531,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-1.14026143380285,-0.666490256080112,0.473771177722741,0.473771177722741
"329","Trifluralin","1582-09-8","Fisher et al. (2019)",0.00946666666666667,0.0165016,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,10.4,335.28,49,5.34,-3.39,0.28632912,NA,-2.02380291467262,-1.78247394442352,0.241328970249107,0.241328970249107
"330","2,4-Dinitrophenol","51-28-5","Fisher et al. (2019)",0.0502,0.983055,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","A",1,0.00871,184.11,116,1.67,-6.32,1441.5813,4.1,-1.29929628285498,-0.00742218356328728,1.29187409929169,1.29187409929169
"331","Aldrin","309-00-2","Fisher et al. (2019)",0.00413333333333333,0.00452992,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,4.46,364.91,129,6.5,-1.68,0.026310011,NA,-2.38369956955743,-2.34390946771462,0.0397901018428106,0.0397901018428106
"332","Azinphos-methyl","86-50-0","Fisher et al. (2019)",0.441133333333333,0.799693,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0101,317.32,73,2.75,-13.3,23.132628,NA,-0.355430124412086,-0.0970767055016551,0.258353418910431,0.258353418910431
"333","Chlorpyrifos","2921-88-2","Fisher et al. (2019)",0.000966666666666667,0.0234532,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.297,350.59,42,4.96,-4.17,1.1499352,NA,-3.01472325682071,-1.62979789292637,1.38492536389433,1.38492536389433
"334","DDD-p,p'","50-29-3","Fisher et al. (2019)",0.00173333333333333,0.00250731,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.843,354.49,108,6.91,-3.82,0.006699861,NA,-2.76111791108486,-2.60079196721201,0.160325943872853,0.160325943872853
"335","DDT-o,p'","789-02-6","Fisher et al. (2019)",0.0031,0.00418893,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,1.45,354.49,116,6.56,-3.95,0.07656984,NA,-2.50863830616573,-2.37789689694786,0.130741409217866,0.130741409217866
"336","DDT-p,p'","72-54-8","Fisher et al. (2019)",0.00166666666666667,0.00730046,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.669,320.04,110,6.12,-3.32,0.09025128,NA,-2.77815125038364,-2.13664977424014,0.641501476143503,0.641501476143503
"337","Diazinon","333-41-5","Fisher et al. (2019)",0.0603333333333333,0.224025,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0114,304.35,52.6,3.81,-5.17,47.4786,NA,-1.21944267985048,-0.649703514004172,0.569739165846306,0.569739165846306
"338","Dicofol","115-32-2","Fisher et al. (2019)",0.00786666666666667,0.0222173,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.000149,370.49,77.5,5.02,-6.03,0.8632417,NA,-2.10420925174956,-1.65330872065839,0.450900531091165,0.450900531091165
"339","Dieldrin","60-57-1","Fisher et al. (2019)",0.0215333333333333,0.0202779,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.829,380.91,202,5.12,-4.26,0.20835777,NA,-1.66688873672458,-1.69297702298935,-0.0260882862647713,0.0260882862647713
"340","Disulfoton","298-04-4","Fisher et al. (2019)",0.914333333333333,0.146414,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.038895447115133,-0.834417394370189,-0.795521947255056,0.795521947255056
"341","Endosulfan I","115-29-7","Fisher et al. (2019)",0.0221,0.215518,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,2.45,406.93,106,3.83,-4.96,0.40570921,NA,-1.65560772631489,-0.666516451840995,0.989091274473894,0.989091274473894
"342","Endrin","72-20-8","Fisher et al. (2019)",0.0226666666666667,0.0151363,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.829,380.91,144,5.43,-4.26,0.05180376,NA,-1.64461234201343,-1.81998027318241,-0.175367931168985,0.175367931168985
"343","Ethion","563-12-2","Fisher et al. (2019)",0.00253333333333333,0.0212292,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0457,384.48,-13,5.07,-7.25,1.7340048,NA,-2.59630766243887,-1.67306637145491,0.923241290983965,0.923241290983965
"344","Heptachlor","76-44-8","Fisher et al. (2019)",0.00756666666666667,0.00747085,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,29.8,373.32,95.5,6.1,-2.92,0.14223492,NA,-2.12109539752654,-2.12662998328384,-0.00553458575730081,0.00553458575730081
"345","Heptachlor epoxide B","1024-57-3","Fisher et al. (2019)",0.0390666666666667,0.0230353,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,2.13,389.32,160,4.98,-4.75,0.22308036,NA,-1.40819364303759,-1.63760612734461,-0.229412484307023,0.229412484307023
"346","Lindane","58-89-9","Fisher et al. (2019)",0.253266666666667,0.264811,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.596421965500961,-0.577063978673129,0.0193579868278322,0.0193579868278322
"347","Methoxychlor-o,p'","72-43-5","Fisher et al. (2019)",0.00706666666666667,0.0210362,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0206,345.65,87,5.08,-6.7,0.08468425,NA,-2.15078539379091,-1.67703270881867,0.473752684972237,0.473752684972237
"348","Parathion","56-38-2","Fisher et al. (2019)",0.0786333333333333,0.215531,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-1.10439331383407,-0.666490256080112,0.437903057753955,0.437903057753955
"349","Trifluralin","1582-09-8","Fisher et al. (2019)",0.0256333333333333,0.0165016,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,10.4,335.28,49,5.34,-3.39,0.28632912,NA,-1.59119491491823,-1.78247394442352,-0.191279029505287,0.191279029505287
"350","Caffeine","58-08-2","Fisher et al. (2019)",0.999999,0.999046196,"Huchthausen et al. (ARE)","Human","Literature","0","N",3680,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-4.34294699063126e-07,-0.000414429487702449,-0.000413995193003386,0.000413995193003386
"351","Lamotrigine","84057-84-1","Fisher et al. (2019)",0.579374276,0.811769409,"Huchthausen et al. (ARE)","Human","Literature","0","B",863,0.000113,256.09,207,2.57,-9.7,249.94384,6.6,-0.237040791215896,-0.0905673188142748,0.146473472401621,0.146473472401621
"352","Diclofenac","15307-79-6","Fisher et al. (2019)",0.348993289,0.922576063,"Huchthausen et al. (ARE)","Human","Literature","0","B",89.4,1.6e-05,296.15,284,0.7,-9.05,7.018755,17.6,-0.457182924268014,-0.0349978177115748,0.422185106556439,0.422185106556439
"353","2,4-Dichlorophenoxyacetic","94-75-7","Fisher et al. (2019)",0.417721519,0.707914557,"Huchthausen et al. (ARE)","Human","Literature","0","A",316,0.000299,221.04,140,2.81,-7.08,1644.5376,2.7,-0.379113151399393,-0.150019157088056,0.229093994311337,0.229093994311337
"354","(S)-Naproxen","22204-53-1","Fisher et al. (2019)",0.744525547,0.492712895,"Huchthausen et al. (ARE)","Human","Literature","0","A",411,0.000108,230.26,153,3.18,-9.64,13.35508,4.4,-0.128120395654214,-0.30740607146964,-0.179285675815426,0.179285675815426
"355","Ibuprofen","15687-27-1","Fisher et al. (2019)",0.269581749,0.121012167,"Huchthausen et al. (ARE)","Human","Literature","0","A",263,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.569309513386322,-0.917170961953689,-0.347861448567367,0.347861448567367
"356","Torasemide","56211-40-6","Fisher et al. (2019)",0.167272727,0.377842727,"Huchthausen et al. (ARE)","Human","Literature","0","A",1100,1.84e-06,348.42,224,3.37,-15.3,79.78818,4,-0.776574862856777,-0.422688932991439,0.353885929865338,0.353885929865338
"357","Warfarin","81-81-2","Fisher et al. (2019)",0.444651163,0.76064186,"Huchthausen et al. (ARE)","Human","Literature","0","A",215,0.000625,308.33,161,2.7,-11.6,29.692179,4.5,-0.351980567435078,-0.118819777968914,0.233160789466164,0.233160789466164
"358","Caffeine","58-08-2","Fisher et al. (2019)",0.754098361,0.999307377,"Huchthausen et al. (PPAR)","Human","Literature","0","N",2440,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-0.122572003130928,-0.000300906566377191,0.122271096564551,0.122271096564551
"359","Lamotrigine","84057-84-1","Fisher et al. (2019)",0.870159453,0.941924829,"Huchthausen et al. (PPAR)","Human","Literature","0","B",439,0.000113,256.09,207,2.57,-9.7,249.94384,6.6,-0.0604011574816199,-0.0259837550130116,0.0344174024686082,0.0344174024686082
"360","Diclofenac","15307-79-6","Fisher et al. (2019)",0.129716981,0.926471698,"Huchthausen et al. (PPAR)","Human","Literature","0","B",2.12,1.6e-05,296.15,284,0.7,-9.05,7.018755,17.6,-0.88700316754068,-0.0331678430371125,0.853835324503567,0.853835324503567
"361","2,4-Dichlorophenoxyacetic","94-75-7","Fisher et al. (2019)",0.463414634,0.904888211,"Huchthausen et al. (PPAR)","Human","Literature","0","A",49.2,0.000299,221.04,140,2.81,-7.08,1644.5376,2.7,-0.334030255904052,-0.0434050697943361,0.290625186109716,0.290625186109716
"362","(S)-Naproxen","22204-53-1","Fisher et al. (2019)",0.261016949,0.795135593,"Huchthausen et al. (PPAR)","Human","Literature","0","A",17.7,0.000108,230.26,153,3.18,-9.64,13.35508,4.4,-0.58333129105949,-0.0995588055945626,0.483772485464927,0.483772485464927
"363","Ibuprofen","15687-27-1","Fisher et al. (2019)",0.474683544,0.363041139,"Huchthausen et al. (PPAR)","Human","Literature","0","A",316,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.323595823840671,-0.440044158907798,-0.116448335067127,0.116448335067127
"364","Torasemide","56211-40-6","Fisher et al. (2019)",0.039076087,0.71011413,"Huchthausen et al. (PPAR)","Human","Literature","0","A",184,1.84e-06,348.42,224,3.37,-15.3,79.78818,4,-1.40808893214343,-0.148671845582524,1.25941708656091,1.25941708656091
"365","Warfarin","81-81-2","Fisher et al. (2019)",0.429752066,0.925247934,"Huchthausen et al. (PPAR)","Human","Literature","0","A",242,0.000625,308.33,161,2.7,-11.6,29.692179,4.5,-0.366782026798576,-0.0337418759744354,0.333040150824141,0.333040150824141
"366","di-n-butylphthalate","84-74-2","Fisher et al. (2019)",0.59,0.35091056,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",0.835586139,0.183,278.34,-35,4.61,-5.26,11.189268,NA,-0.229147988357856,-0.454803562304051,-0.225655573946195,0.225655573946195
"367","hexachlorophene","70-30-4","Fisher et al. (2019)",0.26,0.00124462,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",0.049152126,3.68e-06,406.9,166,7.54,-9.21,140.7874,6.2,-0.585026652029182,-2.90496322454723,-2.31993657251805,2.31993657251805
"368","Caffeine","58-08-2","Fisher et al. (2019)",0.96,0.998156654,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",14037.07518,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-0.0177287669604316,-0.000801293753960541,0.0169274732064711,0.0169274732064711
"369","hexamethylenetetramine","100-97-0","Fisher et al. (2019)",0.999999,0.998893113,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","B",98787.4465,0.0153,140.19,96.3,-1.27,-3.42,999554.7,6.4,-4.34294699063126e-07,-0.00048098116122305,-0.000480546866523987,0.000480546866523987
"370","Malathion","121-75-5","Fisher et al. (2019)",0.99,0.988617797,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",39.34624697,0.000495,330.36,2.8,2.36,-9.87,144.69768,NA,-0.00436480540245009,-0.00497157567847447,-0.000606770276024381,0.000606770276024381
"371","pentachlorophenol","87-86-5","Fisher et al. (2019)",0.73,0.23724667,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",0.075103267,0.00248,266.34,174,5.12,-5.02,40.48368,5,-0.136677139879544,-0.624799874625745,-0.488122734746201,0.488122734746201
"372","2,4-dinitrophenol","51-28-5","Fisher et al. (2019)",0.999999,0.998274983,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",4.1281912,0.00871,184.11,116,1.67,-6.32,1441.5813,4.1,-4.34294699063126e-07,-0.000749812269839686,-0.000749377975140623,0.000749377975140623
"373","2,2,2-trichloroethanol","115-20-8","Fisher et al. (2019)",0.94,0.997627268,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",712.8514056,0.597,149.4,19,1.42,-3.34,83215.8,NA,-0.0268721464003014,-0.00103168885981796,0.0258404575404834,0.0258404575404834
"374","parathion ethyl","56-38-2","Fisher et al. (2019)",0.77,0.7648567,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",2.883625129,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-0.113509274827518,-0.116419924622679,-0.00291064979516067,0.00291064979516067
"375","diethylphthalate","84-66-2","Fisher et al. (2019)",0.91,0.986548678,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",310.5310531,0.00237,222.24,-40.5,2.44,-5.26,1037.8608,NA,-0.0409586076789064,-0.00588148105018317,0.0350771266287232,0.0350771266287232
"376","4-chlorophenol","106-48-9","Fisher et al. (2019)",0.87,0.987878408,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",93.3125972,0.0639,128.56,42.7,2.39,-4.8,24554.96,NA,-0.0604807473813815,-0.00529650681352735,0.0551842405678541,0.0551842405678541
"377","permethrin","52645-53-1","Fisher et al. (2019)",0.29,0.0066381,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",23.00025556,0.00243,391.29,34,6.5,-6.61,0.08373606,NA,-0.537602002101044,-2.1779562094265,-1.64035420732546,1.64035420732546
"378","Aniline","62-53-3","Fisher et al. (2019)",0.999999,0.998654351,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",4749.731472,0.205,93.13,-6,0.9,-4.27,36041.31,NA,-4.34294699063126e-07,-0.000584801492354891,-0.000584367197655828,0.000584367197655828
"379","disulfoton","298-04-4","Fisher et al. (2019)",0.54,0.677777878,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",9.110787172,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.267606240177031,-0.168912610209936,0.0986936299670955,0.0986936299670955
"380","4-fluoroaniline","371-40-4","Fisher et al. (2019)",0.88,0.998342719,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1913.591359,0.0611,111.12,-0.8,1.15,-3.98,14778.96,NA,-0.0555173278498314,-0.000720345065368786,0.0547969827844626,0.0547969827844626
"381","2,4,6-trichlorophenol","88-06-2","Fisher et al. (2019)",0.9,0.863524312,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",10.12658228,0.137,197.45,69,3.69,-3.46,833.239,6.8,-0.0457574905606751,-0.0637254306283028,-0.0179679400676277,0.0179679400676277
"382","Allyl alcohol","107-18-6","Fisher et al. (2019)",0.98,0.998856203,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",14359.72461,0.506,58.08,-129,0.17,-3.52,998976,NA,-0.00877392430750515,-0.000497029029892571,0.00827689527761258,0.00827689527761258
"383","lindane","58-89-9","Fisher et al. (2019)",0.43,0.807074928,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",33.3562586,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.366531544420413,-0.093086143956535,0.273445400463878,0.273445400463878
"384","N-methylaniline","100-61-8","Fisher et al. (2019)",0.85,0.996761236,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1509.328358,0.9,107.15,-57,1.66,-3.41,5625.375,NA,-0.0705810742857073,-0.00140886004952066,0.0691722142361866,0.0691722142361866
"385","3,4-dichloroaniline","95-76-1","Fisher et al. (2019)",0.74,0.97711711,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",47.83950617,0.0176,162.02,72,2.69,-4.68,145.65598,NA,-0.130768280269024,-0.0100533818505315,0.120714898418492,0.120714898418492
"386","4-decylaniline","37529-30-9","Fisher et al. (2019)",0.15,0.010079796,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",2.399314482,2.07,233.39,25,6.32,-3.09,0.20374947,NA,-0.823908740944319,-1.99654825727252,-1.1726395163282,1.1726395163282
"387","naphthalene","91-20-3","Fisher et al. (2019)",0.11,0.914595224,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",219.1887676,44.6,128.17,80.2,3.3,-2.41,31.65799,NA,-0.958607314841775,-0.0387710708274791,0.919836244014296,0.919836244014296
"388","1,2,4-trichlorobenzene","120-82-1","Fisher et al. (2019)",0.03,0.663726327,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",78.2369146,144,181.45,17,3.99,-0.83,46.4512,NA,-1.52287874528034,-0.178010955532492,1.34486778974785,1.34486778974785
"389","1,2-dichlorobenzene","95-50-1","Fisher et al. (2019)",0.07,0.856326914,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",182.9931973,195,147,-16.7,3.43,-0.98,143.325,NA,-1.15490195998574,-0.0673604060681395,1.0875415539176,1.0875415539176
"390","dichloromethane","75-09-2","Fisher et al. (2019)",0.33,0.971592428,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",17656.06596,329,84.93,-95.1,1.25,-1.19,15117.54,NA,-0.481486060122112,-0.0125158784805661,0.468970181641546,0.468970181641546
"391","tetrachloroethylene","127-18-4","Fisher et al. (2019)",0.08,0.804165821,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",195.4161641,1790,165.83,-22.3,3.4,-0.52,276.9361,NA,-1.09691001300806,-0.0946543894108498,1.00225562359721,1.00225562359721
"392","2,3-dimethyl-1,3-butadiene","513-81-5","Fisher et al. (2019)",0.06,0.206448,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1000,4530,82.14,-76,3.07,0.95,326.9172,NA,-1.22184874961636,-0.685189320070321,0.536659429546035,0.536659429546035
"393","Eugenol F","97-53-0","Fisher et al. (2019)",0.999999,0.992923497,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",6.090133983,0.0222,164.2,-9.1,2.27,-4.85,840.704,NA,-4.34294699063126e-07,-0.00308421183762324,-0.00308377754292418,0.00308377754292418
"394","Methyl-antranilate","134-20-3","Fisher et al. (2019)",0.9999,0.996835539,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",165.3439153,0.00111,151.16,24.5,1.88,-6.32,2872.04,NA,-4.34316198075056e-05,-0.0013764870207232,-0.00133305540091569,0.00133305540091569
"395","Lilyfore","285977-85-7","Fisher et al. (2019)",0.9999,0.94264464,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",11.34429949,0.0717,176.25,50.8,3.24,-5.78,222.075,NA,-4.34316198075056e-05,-0.0256519975844241,-0.0256085659646165,0.0256085659646165
"396","Damascone beta","23726-91-2","Fisher et al. (2019)",0.99,0.603846154,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",5.200208008,32.8,192.3,17.5,4.29,-2.6,7.98045,NA,-0.00436480540245009,-0.219073695450936,-0.214708890048486,0.214708890048486
"397","Veloutone","14595-54-1","Fisher et al. (2019)",0.57,0.138297872,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.50942435,18.4,222.37,40.4,5.28,-3.52,0.9384014,NA,-0.244125144327509,-0.859184502361894,-0.615059358034386,0.615059358034386
"398","Verdox","82356-51-2","Fisher et al. (2019)",0.74,0.010899471,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",5.042864347,NA,236.39,60.7,6.45,-1.88,0.15223516,NA,-0.130768280269024,-1.96259457979846,-1.83182629952944,1.83182629952944
"399","Nirvanol","1506-02-1","Fisher et al. (2019)",0.46,0.057777778,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.449640288,NA,258.4,54.5,5.7,-3.69,1.250656,NA,-0.337242168318426,-1.23823916413416,-0.900996995815736,0.900996995815736
"400","Cetalox","3738-00-9","Fisher et al. (2019)",0.72,0.108490566,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",1.057529611,140,236.39,60.7,5.4,-1.56,2.434817,NA,-0.142667503568732,-0.964608025062218,-0.821940521493486,0.821940521493486
"401","Tonalide","21145-77-7","Fisher et al. (2019)",0.43,0.057881137,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.03869969,4.8534675,258.4,54.5,5.7,-3.69,1.250656,NA,-0.366531544420413,-1.23746294631637,-0.87093140189596,0.87093140189596
